order_id,order_date,customer_id,product_id,quantity,unit_price,order_status,sales_person,channel,product_name,category,unit_cost,standard_price,supplier,customer_name,region,province,customer_type,credit_level,material_cost,labor_cost,manufacturing_cost,logistics_cost,other_cost,revenue,total_cost,profit,gross_margin_rate,order_month
O000018,2025-04-23,C0019,P1016,68,100.78,已完成,王强,老客户复购,密封圈套装,配套耗材,83,101.3,苏州精工,湖北客户019,华中,河南,终端工厂,B,4026.0,784.24,798.8,299.23,110.43,6853.04,6018.700000000001,834.3399999999992,0.12174742887827873,2025-04
O000019,2025-08-12,C0110,P1003,2,1616.23,已完成,刘洋,老客户复购,步进电机A型,电机类,1120,1636.22,常州机电,云南客户110,西南,云南,终端工厂,A,2053.76,384.96,357.68,69.15,30.94,3232.46,2896.4900000000002,335.9699999999998,0.10393632094441997,2025-08
O000020,2025-09-04,C0081,P1012,19,336.25,已完成,赵磊,经销,不锈钢轴套,机加工件,315,371.9,南通华科,安徽客户081,华东,江苏,经销商,B,4149.43,910.18,625.05,284.02,124.03,6388.75,6092.71,296.03999999999996,0.04633770299354333,2025-09
O000021,2025-07-17,C0049,P1013,18,155.38,已完成,刘洋,展会线索,CNC定制件,机加工件,138,172.93,南通华科,江苏客户049,华东,山东,经销商,C,1640.81,331.59,251.28,65.18,43.35,2796.84,2332.2099999999996,464.63000000000056,0.1661267716422822,2025-07
O000022,2025-12-15,C0104,P1005,4,1373.16,已完成,李娜,展会线索,PLC控制器标准版,控制器类,980,1458.49,苏州精工,安徽客户104,华东,安徽,终端工厂,B,2787.74,492.39,522.13,216.1,50.23,5492.64,4068.5899999999997,1424.0500000000006,0.2592651256954762,2025-12
O000023,2025-12-18,C0013,P1015,49,77.04,已完成,陈敏,展会线索,传感器支架,配套耗材,70,84.31,苏州精工,湖北客户013,华中,湖北,设备集成商,B,2322.07,558.8,515.4,116.41,61.22,3774.9600000000005,3573.8999999999996,201.06000000000085,0.05326149151249307,2025-12
O000024,2025-05-31,C0065,P1011,9,481.62,已完成,张伟,老客户复购,铝合金支架,机加工件,393,502.7,无锡智造,安徽客户065,华东,山东,经销商,B,2299.68,469.65,393.45,119.46,24.01,4334.58,3306.25,1028.33,0.23723867133609253,2025-05
O000025,2025-03-01,C0033,P1016,21,100.31,已完成,刘洋,经销,密封圈套装,配套耗材,83,101.3,苏州精工,江苏客户033,华东,浙江,终端工厂,B,1129.99,277.37,242.06,37.02,19.61,2106.51,1706.05,400.46000000000026,0.1901059097749359,2025-03
O000026,2025-08-21,C0044,P1011,5,511.28,已完成,赵磊,老客户复购,铝合金支架,机加工件,393,502.7,无锡智造,安徽客户044,华东,安徽,终端工厂,A,1330.22,273.36,245.78,102.12,13.14,2556.3999999999996,1964.6200000000001,591.7799999999995,0.23148959474260664,2025-08
O000027,2025-04-26,C0011,P1003,6,1521.16,已完成,赵磊,老客户复购,步进电机A型,电机类,1120,1636.22,常州机电,上海客户011,华东,上海,经销商,A,4352.14,863.8,723.45,443.26,97.19,9126.960000000001,6479.84,2647.120000000001,0.2900330449569189,2025-04
O000028,2025-04-09,C0118,P1004,14,708.91,已完成,刘洋,老客户复购,减速电机C型,电机类,541,716.52,苏州精工,浙江客户118,华东,浙江,终端工厂,B,5095.1,1242.36,778.96,232.59,173.51,9924.74,7522.52,2402.2199999999993,0.24204362028627444,2025-04
O000029,2025-06-18,C0023,P1001,14,771.9,已完成,陈敏,老客户复购,伺服电机A型,电机类,522,799.93,南通华科,江苏客户023,华东,浙江,设备集成商,B,5160.9,1040.49,895.17,448.38,101.86,10806.6,7646.799999999999,3159.800000000001,0.2923953880036275,2025-06
O000030,2025-05-15,C0087,P1004,16,679.57,已完成,李娜,直销,减速电机C型,电机类,541,716.52,苏州精工,山东客户087,华东,江苏,终端工厂,A,5468.08,1172.47,1066.77,182.96,132.44,10873.12,8022.719999999999,2850.4000000000015,0.2621510661153377,2025-05
O000031,2025-08-26,C0072,P1016,60,99.22,已完成,王强,直销,密封圈套装,配套耗材,83,101.3,苏州精工,云南客户072,西南,云南,设备集成商,A,3456.12,751.11,519.48,181.01,93.07,5953.2,5000.789999999999,952.4100000000008,0.15998286635758932,2025-08
O000032,2025-10-13,C0079,P1010,35,588.49,已完成,刘洋,经销,联轴器套件,传动部件,456,621.63,上海工控,安徽客户079,华东,浙江,经销商,A,9987.92,1972.51,1950.89,449.51,391.79,20597.15,14752.62,5844.530000000001,0.2837543058141539,2025-10
O000033,2025-02-04,C0094,P1001,12,819.64,已完成,刘洋,展会线索,伺服电机A型,电机类,522,799.93,南通华科,安徽客户094,华东,安徽,终端工厂,A,4247.83,859.67,891.28,276.6,68.67,9835.68,6344.05,3491.63,0.35499629918826153,2025-02
O000034,2025-04-09,C0091,P1015,102,82.29,已完成,赵磊,老客户复购,传感器支架,配套耗材,70,84.31,苏州精工,广东客户091,华南,广东,经销商,A,4596.18,1132.15,736.22,206.01,68.2,8393.58,6738.76,1654.8199999999997,0.1971530622213644,2025-04
O000035,2025-04-26,C0037,P1006,1,2150.77,退货,李娜,老客户复购,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,福建客户037,华南,广东,经销商,B,1134.92,285.39,265.15,86.15,31.59,2150.77,1803.2,347.56999999999994,0.16160258884027578,2025-04
O000036,2025-08-11,C0103,P1015,55,79.99,已完成,李娜,老客户复购,传感器支架,配套耗材,70,84.31,苏州精工,上海客户103,华东,上海,终端工厂,A,2739.83,475.49,423.69,129.8,46.58,4399.45,3815.39,584.06,0.13275750377888143,2025-08
O000037,2025-05-07,C0063,P1013,19,175.76,已完成,赵磊,经销,CNC定制件,机加工件,138,172.93,南通华科,福建客户063,华南,广东,终端工厂,A,1735.25,347.12,285.72,109.61,63.18,3339.4399999999996,2540.88,798.5599999999995,0.23912991399755634,2025-05
O000038,2025-02-08,C0037,P1012,37,347.12,已完成,张伟,老客户复购,不锈钢轴套,机加工件,315,371.9,南通华科,福建客户037,华南,广东,经销商,B,7682.94,1428.92,1659.32,323.51,111.44,12843.44,11206.130000000001,1637.3099999999995,0.12748220103025354,2025-02
O000039,2025-11-09,C0076,P1003,8,1563.4,已完成,李娜,展会线索,步进电机A型,电机类,1120,1636.22,常州机电,浙江客户076,华东,浙江,经销商,A,5845.74,1464.32,1336.2,445.03,123.04,12507.2,9214.330000000002,3292.869999999999,0.26327795189970565,2025-11
O000040,2025-05-23,C0046,P1002,17,981.95,已完成,张伟,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,湖南客户046,华中,湖南,终端工厂,C,7636.79,1495.09,1829.86,623.24,90.22,16693.15,11675.199999999999,5017.950000000003,0.30059934763660556,2025-05
O000041,2025-04-11,C0064,P1012,7,357.41,已完成,陈敏,老客户复购,不锈钢轴套,机加工件,315,371.9,南通华科,江苏客户064,华东,浙江,经销商,B,1513.15,323.76,349.17,109.25,18.94,2501.8700000000003,2314.27,187.60000000000036,0.07498391203379885,2025-04
O000042,2025-12-16,C0065,P1010,18,573.12,已完成,张伟,老客户复购,联轴器套件,传动部件,456,621.63,上海工控,安徽客户065,华东,山东,经销商,B,5680.03,1224.09,912.92,407.03,136.28,10316.16,8360.35,1955.8099999999995,0.1895870168744959,2025-12
O000043,2025-05-25,C0049,P1006,5,2124.79,已取消,陈敏,直销,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,江苏客户049,华东,山东,经销商,C,5523.23,1407.72,1224.25,212.94,108.73,10623.95,8476.869999999999,2147.0800000000017,0.20209808969356988,2025-05
O000044,2025-05-09,C0022,P1002,2,1000.92,已完成,陈敏,展会线索,伺服电机B型,电机类,690,1040.91,南通华科,湖南客户022,华中,河南,终端工厂,A,936.45,177.09,208.61,31.95,13.1,2001.84,1367.2,634.6399999999999,0.3170283339327818,2025-05
O000045,2025-08-25,C0035,P1015,112,84.24,已完成,刘洋,直销,传感器支架,配套耗材,70,84.31,苏州精工,江苏客户035,华东,浙江,终端工厂,A,4951.83,1189.22,1075.7,274.85,88.03,9434.88,7579.63,1855.249999999999,0.1966373711165377,2025-08
O000046,2025-03-17,C0069,P1002,14,969.23,已完成,赵磊,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,山东客户069,华东,安徽,设备集成商,B,6771.0,1198.78,1128.46,222.12,70.67,13569.220000000001,9391.03,4178.1900000000005,0.30791674097700533,2025-03
O000047,2025-07-23,C0003,P1012,23,365.43,已完成,李娜,直销,不锈钢轴套,机加工件,315,371.9,南通华科,上海客户003,华东,安徽,终端工厂,A,4747.92,954.09,841.16,367.57,62.57,8404.89,6973.3099999999995,1431.58,0.170327035808916,2025-07
O000048,2025-01-23,C0007,P1015,109,79.6,已完成,陈敏,经销,传感器支架,配套耗材,70,84.31,苏州精工,福建客户007,华南,广西,终端工厂,A,5325.92,1224.64,912.45,296.12,101.22,8676.4,7860.35,816.0499999999993,0.09405398552394995,2025-01
O000049,2025-04-06,C0104,P1010,6,618.79,已完成,陈敏,展会线索,联轴器套件,传动部件,456,621.63,上海工控,安徽客户104,华东,安徽,终端工厂,B,1731.45,477.24,367.11,170.07,64.44,3712.74,2810.3100000000004,902.4299999999994,0.2430630747103216,2025-04
O000050,2025-06-09,C0114,P1009,37,709.6,已完成,王强,展会线索,同步带轮组件,传动部件,565,711.1,南通华科,江苏客户114,华东,安徽,终端工厂,B,13127.87,2768.58,2272.7,1157.26,470.93,26255.2,19797.34,6457.860000000001,0.24596498979249826,2025-06
O000051,2025-04-11,C0076,P1013,42,152.78,已完成,赵磊,直销,CNC定制件,机加工件,138,172.93,南通华科,浙江客户076,华东,浙江,经销商,A,3899.53,731.75,626.76,278.96,121.52,6416.76,5658.520000000001,758.2399999999989,0.11816555395557865,2025-04
O000052,2025-04-05,C0047,P1001,3,750.88,已完成,刘洋,直销,伺服电机A型,电机类,522,799.93,南通华科,云南客户047,西南,云南,经销商,A,1002.16,188.97,187.7,36.19,39.24,2252.64,1454.26,798.3799999999999,0.3544197031039136,2025-04
O000053,2025-03-31,C0042,P1004,7,681.15,已取消,李娜,经销,减速电机C型,电机类,541,716.52,苏州精工,重庆客户042,西南,云南,终端工厂,B,2534.08,600.28,472.2,129.18,39.73,4768.05,3775.4699999999993,992.5800000000008,0.20817315254663873,2025-03
O000054,2025-08-05,C0098,P1004,10,686.13,已完成,张伟,经销,减速电机C型,电机类,541,716.52,苏州精工,福建客户098,华南,广西,设备集成商,C,4490.59,874.97,658.09,180.03,34.43,6861.3,6238.110000000001,623.1899999999996,0.09082681124568225,2025-08
O000055,2025-04-09,C0051,P1005,7,1447.19,已完成,赵磊,直销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,广西客户051,华南,广东,终端工厂,C,4680.75,1035.01,864.96,445.36,127.22,10130.33,7153.3,2977.0299999999997,0.29387295379321304,2025-04
O000056,2025-09-25,C0053,P1012,27,357.56,已完成,陈敏,展会线索,不锈钢轴套,机加工件,315,371.9,南通华科,河北客户053,华北,河北,终端工厂,A,5600.11,1102.89,1269.3,339.52,61.66,9654.12,8373.48,1280.6400000000012,0.132652173372612,2025-09
O000057,2025-03-25,C0101,P1004,17,676.98,已完成,陈敏,老客户复购,减速电机C型,电机类,541,716.52,苏州精工,湖南客户101,华中,河南,终端工厂,A,6298.93,1338.2,1367.44,542.77,161.2,11508.66,9708.54,1800.119999999999,0.15641438707894742,2025-03
O000058,2025-09-22,C0040,P1015,61,83.6,已完成,王强,老客户复购,传感器支架,配套耗材,70,84.31,苏州精工,浙江客户040,华东,江苏,终端工厂,A,2959.8,526.9,570.54,211.31,63.5,5099.599999999999,4332.05,767.5499999999993,0.1505118048474389,2025-09
O000059,2025-04-09,C0074,P1008,23,749.2,已完成,陈敏,直销,精密齿轮箱,传动部件,523,743.47,上海工控,安徽客户074,华东,浙江,终端工厂,B,8171.96,2092.29,1345.88,317.73,264.67,17231.600000000002,12192.53,5039.0700000000015,0.2924319273892152,2025-04
O000060,2025-04-19,C0113,P1016,23,92.49,已完成,王强,经销,密封圈套装,配套耗材,83,101.3,苏州精工,安徽客户113,华东,浙江,经销商,B,1340.66,326.5,264.39,93.95,32.99,2127.27,2058.4900000000002,68.77999999999975,0.03233252008442734,2025-04
O000061,2025-08-23,C0085,P1016,18,102.16,已完成,赵磊,经销,密封圈套装,配套耗材,83,101.3,苏州精工,浙江客户085,华东,山东,终端工厂,A,939.33,247.59,165.48,42.81,20.08,1838.8799999999999,1415.29,423.5899999999999,0.2303521708866266,2025-08
O000062,2025-01-07,C0052,P1003,9,1659.07,已完成,王强,经销,步进电机A型,电机类,1120,1636.22,常州机电,广西客户052,华南,广西,终端工厂,A,6566.68,1404.13,1110.37,377.55,79.06,14931.63,9537.789999999999,5393.84,0.36123584632086386,2025-01
O000063,2025-06-14,C0030,P1009,3,704.54,已完成,李娜,老客户复购,同步带轮组件,传动部件,565,711.1,南通华科,福建客户030,华南,广西,设备集成商,A,1131.06,281.57,257.19,92.4,23.77,2113.62,1785.99,327.6299999999999,0.15500894200471224,2025-06
O000064,2025-10-28,C0092,P1005,12,1444.28,已完成,赵磊,老客户复购,PLC控制器标准版,控制器类,980,1458.49,苏州精工,江苏客户092,华东,江苏,终端工厂,B,8150.18,1614.34,1215.2,670.01,255.32,17331.36,11905.050000000001,5426.3099999999995,0.3130919904727615,2025-10
O000065,2025-02-08,C0053,P1004,8,681.11,已完成,陈敏,老客户复购,减速电机C型,电机类,541,716.52,苏州精工,河北客户053,华北,河北,终端工厂,A,3030.31,679.35,473.54,244.44,78.51,5448.88,4506.15,942.7300000000005,0.17301353672681366,2025-02
O000066,2025-12-14,C0117,P1005,17,1346.78,已完成,王强,展会线索,PLC控制器标准版,控制器类,980,1458.49,苏州精工,上海客户117,华东,安徽,经销商,B,11674.68,2773.0,1963.75,403.17,175.09,22895.26,16989.69,5905.57,0.2579385427376671,2025-12
O000067,2025-02-27,C0002,P1016,70,87.65,已完成,赵磊,直销,密封圈套装,配套耗材,83,101.3,苏州精工,广东客户002,华南,福建,经销商,B,3656.15,782.05,741.19,286.76,110.93,6135.5,5577.08,558.4200000000001,0.09101458723820391,2025-02
O000068,2025-09-09,C0010,P1008,22,654.21,已完成,刘洋,老客户复购,精密齿轮箱,传动部件,523,743.47,上海工控,河北客户010,华北,河北,经销商,B,7960.54,1397.37,1386.28,559.62,99.82,14392.62,11403.630000000001,2988.99,0.2076751835315599,2025-09
O000069,2025-05-23,C0056,P1010,5,576.93,已完成,张伟,直销,联轴器套件,传动部件,456,621.63,上海工控,山东客户056,华东,山东,设备集成商,A,1596.25,398.71,276.44,114.53,20.84,2884.6499999999996,2406.7700000000004,477.8799999999992,0.16566307870972188,2025-05
O000070,2025-08-12,C0008,P1006,8,2293.67,已完成,刘洋,直销,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,天津客户008,华北,北京,设备集成商,C,12598.58,1720.34,1546.71,731.15,287.68,18349.36,16884.460000000003,1464.8999999999978,0.07983384706605559,2025-08
O000071,2025-11-12,C0071,P1001,9,731.45,退货,刘洋,老客户复购,伺服电机A型,电机类,522,799.93,南通华科,湖北客户071,华中,湖北,经销商,A,3137.03,754.0,687.92,321.43,120.66,6583.05,5021.04,1562.0100000000002,0.23727755371750178,2025-11
O000072,2025-07-20,C0038,P1012,30,358.66,已完成,李娜,展会线索,不锈钢轴套,机加工件,315,371.9,南通华科,江苏客户038,华东,安徽,终端工厂,A,6609.83,1527.93,1270.55,206.82,80.52,10759.800000000001,9695.65,1064.1500000000015,0.09890053718470616,2025-07
O000073,2025-03-23,C0051,P1009,27,695.2,已完成,陈敏,老客户复购,同步带轮组件,传动部件,565,711.1,南通华科,广西客户051,华南,广东,终端工厂,C,10709.44,2565.87,2087.91,569.86,101.18,18770.4,16034.260000000002,2736.1399999999994,0.1457688701359587,2025-03
O000074,2025-12-31,C0021,P1006,1,2389.94,已完成,赵磊,展会线索,PLC控制器增强版,控制器类,1773,2443.12,苏州精工,山东客户021,华东,江苏,经销商,A,1157.27,257.51,228.98,113.59,15.85,2389.94,1773.1999999999998,616.7400000000002,0.25805668761558875,2025-12
O000075,2025-10-09,C0047,P1016,36,87.89,已完成,陈敏,直销,密封圈套装,配套耗材,83,101.3,苏州精工,云南客户047,西南,云南,经销商,A,2007.6,424.52,476.3,142.9,36.65,3164.04,3087.9700000000003,76.06999999999971,0.02404204750888096,2025-10
O000076,2025-11-07,C0105,P1012,33,356.47,已完成,陈敏,老客户复购,不锈钢轴套,机加工件,315,371.9,南通华科,安徽客户105,华东,安徽,设备集成商,B,7484.08,1568.02,1143.73,405.32,98.73,11763.51,10699.88,1063.630000000001,0.090417740963369,2025-11
O000077,2025-02-22,C0114,P1013,19,166.31,已完成,张伟,经销,CNC定制件,机加工件,138,172.93,南通华科,江苏客户114,华东,安徽,终端工厂,B,1792.48,462.12,385.88,77.61,29.87,3159.89,2747.96,411.92999999999984,0.13036213285905518,2025-02
O000078,2025-06-22,C0074,P1003,17,1649.52,已完成,刘洋,展会线索,步进电机A型,电机类,1120,1636.22,常州机电,安徽客户074,华东,浙江,终端工厂,B,11936.72,2611.38,2009.81,910.82,438.16,28041.84,17906.89,10134.95,0.3614224316236025,2025-06
O000079,2025-02-08,C0081,P1008,5,715.41,已完成,陈敏,直销,精密齿轮箱,传动部件,523,743.47,上海工控,安徽客户081,华东,江苏,经销商,B,1817.73,323.14,314.84,89.73,23.48,3577.0499999999997,2568.92,1008.1299999999997,0.281832795180386,2025-02
O000080,2025-08-10,C0097,P1009,25,664.48,已完成,王强,老客户复购,同步带轮组件,传动部件,565,711.1,南通华科,上海客户097,华东,安徽,经销商,C,9269.49,1948.67,1950.24,762.75,196.4,16612.0,14127.55,2484.4500000000007,0.14955754875993263,2025-08
O000081,2025-04-13,C0018,P1001,6,749.05,已完成,陈敏,直销,伺服电机A型,电机类,522,799.93,南通华科,上海客户018,华东,山东,经销商,B,2175.7,403.28,481.38,91.42,35.42,4494.299999999999,3187.2,1307.0999999999995,0.29083505773980367,2025-04
O000082,2025-11-04,C0066,P1007,15,1019.48,已完成,赵磊,展会线索,变频控制器A型,控制器类,780,1044.88,南通华科,上海客户066,华东,山东,终端工厂,A,7378.56,1621.4,1557.79,758.18,258.45,15292.2,11574.380000000001,3717.8199999999997,0.24311871411569294,2025-11
O000083,2025-05-13,C0097,P1007,17,930.98,已完成,李娜,老客户复购,变频控制器A型,控制器类,780,1044.88,南通华科,上海客户097,华东,安徽,经销商,C,8725.66,2049.34,1821.9,693.14,253.97,15826.66,13544.009999999998,2282.6500000000015,0.14422815679366344,2025-05
O000084,2025-02-03,C0075,P1005,11,1447.07,已完成,陈敏,展会线索,PLC控制器标准版,控制器类,980,1458.49,苏州精工,江苏客户075,华东,上海,终端工厂,A,7297.3,1726.43,1560.46,312.94,127.45,15917.769999999999,11024.58,4893.189999999999,0.3074042406693902,2025-02
O000085,2025-05-31,C0017,P1002,16,1038.49,已完成,李娜,老客户复购,伺服电机B型,电机类,690,1040.91,南通华科,广西客户017,华南,广西,终端工厂,B,7605.0,1888.12,1375.1,819.1,136.93,16615.84,11824.25,4791.59,0.2883748278750879,2025-05
O000086,2025-07-14,C0106,P1008,34,656.54,已完成,王强,展会线索,精密齿轮箱,传动部件,523,743.47,上海工控,河北客户106,华北,天津,经销商,C,11765.81,2537.69,2770.75,557.8,269.25,22322.36,17901.3,4421.060000000001,0.1980552235516317,2025-07
O000087,2025-01-05,C0043,P1005,6,1342.73,已完成,陈敏,直销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,广东客户043,华南,广东,设备集成商,B,3755.69,889.5,890.49,206.58,138.26,8056.38,5880.52,2175.8599999999997,0.27007911741998264,2025-01
O000088,2025-02-03,C0017,P1005,9,1383.1,已完成,刘洋,经销,PLC控制器标准版,控制器类,980,1458.49,苏州精工,广西客户017,华南,广西,终端工厂,B,6272.18,1097.01,1282.3,297.97,94.98,12447.9,9044.439999999999,3403.460000000001,0.2734163995533384,2025-02
O000089,2025-02-25,C0106,P1014,70,39.95,已完成,王强,直销,工业线缆,配套耗材,34,41.43,南通华科,河北客户106,华北,天津,经销商,C,1618.67,386.36,294.37,45.78,52.1,2796.5,2397.28,399.2199999999998,0.14275701770069724,2025-02
O000090,2025-12-21,C0024,P1003,14,1629.09,已完成,张伟,经销,步进电机A型,电机类,1120,1636.22,常州机电,广东客户024,华南,广西,终端工厂,B,10867.41,2137.18,2035.45,364.29,230.11,22807.26,15634.440000000002,7172.819999999996,0.314497225883337,2025-12
O000091,2025-12-31,C0009,P1002,7,1042.83,退货,张伟,展会线索,伺服电机B型,电机类,690,1040.91,南通华科,安徽客户009,华东,浙江,终端工厂,A,3246.98,729.49,543.33,307.95,69.22,7299.8099999999995,4896.97,2402.8399999999992,0.3291647316847972,2025-12
O000092,2025-10-01,C0056,P1008,17,682.68,已取消,刘洋,经销,精密齿轮箱,传动部件,523,743.47,上海工控,山东客户056,华东,山东,设备集成商,A,6028.46,1211.77,1115.91,258.37,168.22,11605.56,8782.73,2822.83,0.24323083073974888,2025-10
O000093,2025-02-08,C0040,P1003,12,1572.39,已完成,刘洋,老客户复购,步进电机A型,电机类,1120,1636.22,常州机电,浙江客户040,华东,江苏,终端工厂,A,8904.79,1625.8,1366.71,594.17,146.2,18868.68,12637.67,6231.01,0.33023030757848454,2025-02
O000094,2025-03-08,C0079,P1007,4,972.18,已完成,王强,展会线索,变频控制器A型,控制器类,780,1044.88,南通华科,安徽客户079,华东,浙江,经销商,A,2116.93,450.81,434.51,187.96,50.29,3888.72,3240.5,648.2199999999998,0.1666923820691641,2025-03
O000095,2025-08-24,C0017,P1004,6,731.54,已完成,陈敏,经销,减速电机C型,电机类,541,716.52,苏州精工,广西客户017,华南,广西,终端工厂,B,3025.51,536.18,504.13,98.72,76.42,4389.24,4240.96,148.27999999999975,0.03378261384658842,2025-08
O000096,2025-11-11,C0119,P1009,35,665.97,已完成,李娜,展会线索,同步带轮组件,传动部件,565,711.1,南通华科,北京客户119,华北,北京,设备集成商,A,13037.19,2745.34,3107.09,861.67,249.64,23308.95,20000.93,3308.0200000000004,0.14192059273369242,2025-11
O000097,2025-04-22,C0021,P1003,9,1510.14,已完成,赵磊,经销,步进电机A型,电机类,1120,1636.22,常州机电,山东客户021,华东,江苏,经销商,A,7047.76,1393.75,1114.69,462.63,183.39,13591.26,10202.22,3389.040000000001,0.24935436449600706,2025-04
O000098,2025-02-05,C0120,P1014,93,39.93,已完成,王强,展会线索,工业线缆,配套耗材,34,41.43,南通华科,浙江客户120,华东,山东,经销商,C,2221.54,466.15,470.74,96.17,50.62,3713.49,3305.2200000000003,408.2699999999995,0.10994239919859743,2025-02
